,NAME,ADDRESS,CITY,STATE,ZIP,LEVEL,ENROLLMENT,START_GRADE,END_GRADE,DISTRICT_ID
224,PLEASANT CROSSING ELEMENTARY,3030 N 125 W,WHITELAND,IN,46184,1,712,KG,04,1801890
225,MARY M BETHUNE EARLY CHILD DEV CTR,2367 E 21ST AVE,GARY,IN,46407,1,518,PK,PK,1803870
226,RIVERSIDE JR HIGH,10910 ELLER ED,FISHERS,IN,46038,2,959,07,08,1810650
227,FAIRLAWN ELEMENTARY SCHOOL,2021 S ALVORD BLVD,EVANSVILLE,IN,47714,1,404,KG,05,1803450
228,EASTWOOD ELEMENTARY SCHOOL,806 S 22ND ST,NEW CASTLE,IN,47362,1,252,PK,06,1807440
229,DEPUTY ELEMENTARY SCHOOL,14350 W MULBERRY,DEPUTY,IN,47230,1,136,PK,05,1806120
230,ROOSEVELT MIDDLE SCH,721 W BROADWAY,MONTICELLO,IN,47960,2,601,06,08,1811580
231,KEY LEARNING COMMUNITY ELEM SCH,777 S WHITE RIVER PKWY W DR,INDIANAPOLIS,IN,46221,1,246,KG,05,1804770
232,FOREST GLEN ELEM SCH,6333 LEE RD,INDIANAPOLIS,IN,46236,1,656,KG,06,1805670
233,KANKAKEE VALLEY INTERMEDIATE SCHL,12345 N 550 W,WHEATFIELD,IN,46392,2,525,04,05,1805280
234,RIDGE VIEW ELEMENTARY SCHOOL,3333 W OLD RIDGE RD,HOBART,IN,46342,1,315,01,05,1804590
235,JACKSON ELEMENTARY SCHOOL,811 N 400 E,VALPARAISO,IN,46383,1,276,KG,04,1802800
236,JOHN I MEISTER ELEMENTARY SCHOOL,3300 JAY ST,HOBART,IN,46342,1,253,KG,06,1804620
237,MERLE J ABBETT ELEMENTARY SCH,4325 SMITH ST,FORT WAYNE,IN,46806,1,409,PK,05,1803630
238,BEVERIDGE ELEMENTARY SCHOOL,1234 CLEVELAND ST,GARY,IN,46404,1,675,KG,06,1803870
239,LINCOLN ELEMENTARY SCHOOL,1001 E COOK RD,FORT WAYNE,IN,46825,1,709,KG,05,1803630
240,HERITAGE ELEMENTARY SCHOOL,12050 HOUK RD,MONROEVILLE,IN,46773,1,456,KG,06,1802850
241,FRANKLIN CENTRAL HIGH SCHOOL,6215 S FRANKLIN RD,INDIANAPOLIS,IN,46259,3,2503,09,12,1803750
242,HOMESTEAD SENIOR HIGH SCHOOL,4310 HOMESTEAD RD,FORT WAYNE,IN,46814,3,2307,09,12,1800030
243,NORTH SALEM ELEMENTARY SCHOOL,7027 N SR 75,NORTH SALEM,IN,46165,1,248,PK,05,1808100
244,DURBIN ELEMENTARY SCHOOL,18000 DURBIN RD,NOBLESVILLE,IN,46060,1,420,KG,04,1810650
245,WEST ELEMENTARY SCHOOL,1105 W 4TH ST,MOUNT VERNON,IN,47620,1,392,KG,05,1807290
246,HEBRON MIDDLE SCHOOL,307 S MAIN ST,HEBRON,IN,46341,2,272,06,08,1800750
247,JEFFERSON MIDDLE SCHOOL,5303 WHEELOCK RD,FORT WAYNE,IN,46835,2,669,06,08,1803630
248,PIKE CENTRAL HIGH SCH,1810 E SR 56,PETERSBURG,IN,47567,3,567,09,12,1808900
249,MORTON ELEMENTARY SCHOOL,7006 MARSHALL AVE,HAMMOND,IN,46323,1,542,KG,05,1804320
250,CRISPUS ATTUCKS MED MGNT JR HS,1140 DR M LUTHER KING JR ST,INDIANAPOLIS,IN,46202,2,629,06,08,1804770
251,EAST CHICAGO LIGHTHOUSE,3916 PULASKI,EAST CHICAGO,IN,46312,1,433,KG,07,1800054
252,NORTHEAST EAST ELEMENTARY SCHOOL,502 N VINE ST,HYMERA,IN,47855,1,142,PK,05,1808160
253,NORTH PUTNAM SR HIGH SCH,8869 N CR 250 E,ROACHDALE,IN,46172,3,484,09,12,1807980
254,COLLEGE WOOD ELEMENTARY SCH,12415 SHELBORNE RD,CARMEL,IN,46032,1,823,PK,05,1801200
255,ROCK CREEK COMMUNITY ACADEMY,11525 HIGHWAY 31,SELLERSBURG,IN,47172,4,504,KG,12,1800099
256,GREENCASTLE MIDDLE SCHOOL,400 PERCY L JULIAN DR,GREENCASTLE,IN,46135,2,440,06,08,1803990
257,LAFAYETTE ELEMENTARY SCHOOL,856 SIBLEY ST,HAMMOND,IN,46320,1,503,PK,05,1804320
258,PRINCETON COMM PRIMARY SCHOOL,215 W WATER ST,PRINCETON,IN,47670,1,494,PK,02,1807770
259,CUMBERLAND ELEMENTARY SCHOOL,600 CUMBERLAND AVE,WEST LAFAYETTE,IN,47906,1,654,KG,03,1812870
260,CEDAR CANYON ELEMENTARY SCH,15011 COLDWATER RD,FORT WAYNE,IN,46845,1,522,PK,05,1808250
261,FRANCISCO ELEMENTARY SCHOOL,302 E MAIN,FRANCISCO,IN,47649,1,99,KG,06,1802940
262,TECUMSEH-HARRISON ELEM SCH,2116 N 2ND ST,VINCENNES,IN,47591,1,320,KG,05,1812120
263,NORTHWEST ELEMENTARY,1109 DAYTON ST,DECATUR,IN,46733,1,319,02,04,1807680
264,SUTTON ELEMENTARY SCHOOL,3100 E MEMORIAL DR,MUNCIE,IN,47302,1,373,KG,05,1807320
265,CLIFTY CREEK ELEMENTARY SCH,4625 E 50 N,COLUMBUS,IN,47203,1,531,PK,06,1800360
266,CHAMBERLAIN ELEMENTARY SCHOOL,428 N 5TH ST,GOSHEN,IN,46528,1,366,KG,05,1803930
267,OHIO COUNTY ELEM-MIDDLE SCH,436 S MULBERRY ST,RISING SUN,IN,47040,1,571,KG,08,1809600
268,GARRETT HIGH SCHOOL,801 E HOUSTON ST,GARRETT,IN,46738,3,597,09,12,1803840
269,SOUTH VIEW ELEMENTARY SCHOOL,2100 S FRANKLIN,MUNCIE,IN,47302,1,469,KG,05,1807320
270,BEECH GROVE SR HIGH SCHOOL,5330 HORNET AVE,BEECH GROVE,IN,46107,3,890,09,12,1800450
271,FAIRVIEW ELEMENTARY SCHOOL,846 S CICOTT ST,LOGANSPORT,IN,46947,1,426,PK,05,1806030
272,INDIANA ACHIEVEMENT ACADEMY,4950 W 34TH ST,INDIANAPOLIS,IN,46224,3,84,09,12,1800154
273,HELMSBURG ELEMENTARY SCHOOL,5378 N HELMSBURG SCHOOL RD,MORGANTOWN,IN,46160,1,233,PK,04,1800960
274,MOUNT TABOR SCHOOL,800 MOUNT TABOR,NEW ALBANY,IN,47150,1,737,KG,04,1807410
275,MIAMI ELEMENTARY SCHOOL,2401 BECK LN,LAFAYETTE,IN,47909,1,564,KG,04,1805400
276,JACKSON CREEK MIDDLE SCH,3980 S SARE RD,BLOOMINGTON,IN,47401,2,576,07,08,1800630
277,ROCKCREEK ELEMENTARY SCHOOL,13000 E 200 S,COLUMBUS,IN,47201,1,394,PK,06,1800360
278,WALDO J WOOD MEMORIAL HIGH,943 FRANKLIN ST,OAKLAND CITY,IN,47660,3,274,09,12,1802940
279,LEESBURG ELEMENTARY SCHOOL,6250 N OLD SR 15,LEESBURG,IN,46538,1,481,PK,06,1812420
280,SHAKAMAK JR-SR HIGH SCH,9233 SHAKAMAK SCHOOL RD,JASONVILLE,IN,47438,3,367,07,12,1810110
281,FAIRMONT ELEMENTARY SCHOOL,1725 ABBIE DELL AVE,NEW ALBANY,IN,47150,1,361,KG,04,1807410
282,TRITON JR-SR HIGH SCH,300 TRITON DR,BOURBON,IN,46504,3,453,07,12,1811490
283,BENJAMIN BANNEKER ACHIEVEMENT CTR,301 PARKE ST,GARY,IN,46403,1,518,KG,08,1803870
284,WESTFIELD HIGH SCHOOL,18250 N UNION ST,WESTFIELD,IN,46074,3,1934,09,12,1813080
285,DENNIS INTERMEDIATE SCHOOL,222 NW 7TH ST,RICHMOND,IN,47374,2,712,05,08,1809510
286,WHITKO MIDDLE SCH,710 N SR 5,LARWILL,IN,46764,2,348,06,08,1813230
287,NATHANIEL SCRIBNER MIDDLE SCHOOL,910 OLD VINCENNES RD,NEW ALBANY,IN,47150,2,853,05,08,1807410
288,SOUTH WAYNE ELEMENTARY SCHOOL,810 COTTAGE AVE,FORT WAYNE,IN,46807,1,390,PK,05,1803630
289,GREENWOOD COMMUNITY HIGH SCH,615 W SMITH VALLEY RD,GREENWOOD,IN,46142,3,1172,09,12,1804110
290,LYNNVILLE ELEMENTARY SCHOOL,320 E FOURTH ST,LYNNVILLE,IN,47619,1,226,KG,06,1812390
291,WESTVIEW JR-SR HIGH SCHOOL,1635 S 600 W,TOPEKA,IN,46571,4,802,06,12,1813110
292,BROWN INTERMEDIATE CENTER,737 W BEALE ST,SOUTH BEND,IN,46616,1,421,03,08,1810290
293,SWITZERLAND CO SENIOR HIGH SCH,1020 W MAIN ST,VEVAY,IN,47043,3,454,09,12,1811220
294,INDPLS LIGHTHOUSE CHARTER SCHOOL,1780 SLOAN AVE,INDIANAPOLIS,IN,46203,4,1062,KG,12,1800051
295,BEN DAVIS HIGH SCHOOL,1200 N GIRLS SCH RD,INDIANAPOLIS,IN,46214,3,3066,10,12,1812810
296,HARRISON PRIMARY CENTER,3302 WESTERN AVE,SOUTH BEND,IN,46619,1,621,KG,04,1810290
297,CHAPELWOOD ELEMENTARY SCHOOL,1129 N GIRLS SCH RD,INDIANAPOLIS,IN,46214,1,697,KG,06,1812810
298,FRAZEE ELEMENTARY SCHOOL,600 W 3RD ST,CONNERSVILLE,IN,47331,1,328,PK,06,1803510
299,GEORGE H FISHER SCHOOL 93,7151 E 35TH ST,INDIANAPOLIS,IN,46226,1,414,KG,06,1804770
300,WEST SIDE MIDDLE SCHOOL,4001 INDIANAPOLIS BLVD,EAST CHICAGO,IN,46312,2,523,06,08,1802880
301,MEMORIAL ELEMENTARY SCHOOL,1052 PARK AVE,VALPARAISO,IN,46383,1,309,KG,05,1811970
302,MCCORMICK'S CREEK ELEM SCH,1601 FLATWOODS RD,SPENCER,IN,47460,1,354,KG,06,1810950
303,SOUTH GROVE INTERMEDIATE SCHOOL,851 S 9TH AVE,BEECH GROVE,IN,46107,2,650,04,06,1800450
304,MUNCIE SOUTHSIDE HIGH SCH,1601 E 26TH ST,MUNCIE,IN,47302,N,-1,09,12,1807320
305,LIBERTY ELEMENTARY SCHOOL,501 EATON ST,LIBERTY,IN,47353,1,342,KG,05,1811610
306,NORTH WEBSTER ELEMENTARY SCH,5745 N 750 E,NORTH WEBSTER,IN,46555,1,529,KG,05,1805550
307,WEST LAFAYETTE JR/SR HIGH SCH,1105 N GRANT ST,WEST LAFAYETTE,IN,47906,3,1081,07,12,1812870
308,BLUFFTON-HARRISON ELEM SCH,1100 E SPRING ST,BLUFFTON,IN,46714,1,633,KG,04,1800720
309,ANNA BROCHHAUSEN SCHOOL 88,5801 E 16TH ST,INDIANAPOLIS,IN,46218,1,337,PK,06,1804770
310,BRIDGEPORT ELEMENTARY SCHOOL,9035 W MORRIS ST,INDIANAPOLIS,IN,46231,1,697,KG,06,1812810
311,PIERRE MORAN MIDDLE SCHOOL,200 W LUSHER AVE,ELKHART,IN,46517,2,513,07,08,1803270
312,SPRINGS VALLEY COMM HIGH SCH,326 S LARRY BIRD BLVD,FRENCH LICK,IN,47432,4,488,06,12,1810980
313,ABRAHAM LINCOLN ELEMENTARY SCH,2001 E 135TH ST,EAST CHICAGO,IN,46312,1,480,PK,05,1802880
314,JONAS E SALK ELEM SCH,3001 W 77TH AVE,MERRILLVILLE,IN,46410,1,660,KG,04,1809690
315,ELWOOD ELEMENTARY SCHOOL,940 N 19TH ST,ELWOOD,IN,46036,1,462,PK,02,1803300
316,FILLMORE ELEMENTARY SCHOOL,161 S MAIN ST,FILLMORE,IN,46128,1,135,KG,05,1810500
317,RIO GRANDE ELEMENTARY SCHOOL,5555 E RIO GRANDE AV,TERRE HAUTE,IN,47805,1,556,PK,05,1812090
318,BLOOMINGTON HIGH SCHOOL SOUTH,1965 S WALNUT ST,BLOOMINGTON,IN,47401,3,1678,09,12,1800630
319,EDEN ELEMENTARY SCHOOL,8185 N SR 9,GREENFIELD,IN,46140,1,199,KG,03,1804050
320,HARRISON HILL ELEMENTARY SCH,355 S CORNELL CIR,FORT WAYNE,IN,46807,1,633,PK,05,1803630
321,NEBRASKA ELEMENTARY SCHOOL,1525 BOONE ST,FORT WAYNE,IN,46808,1,227,PK,05,1803630
322,GRISSOM ELEMENTARY SCHOOL,3201 S MACEDONIA AVE,MUNCIE,IN,47302,1,479,KG,05,1807320
323,JEFFERSON HIGH SCHOOL,1801 S 18TH ST,LAFAYETTE,IN,47905,3,1935,09,12,1805400
324,JEFFERSON ELEMENTARY SCHOOL,18565 CR 20,GOSHEN,IN,46528,1,427,KG,03,1806600
325,PLEASANT RIDGE ELEM SCHOOL,1250 MONROE ST,CHARLESTOWN,IN,47111,1,444,KG,05,1803940
326,SHAKAMAK ELEMENTARY SCHOOL,9233 SHAKAMAK SCH RD,JASONVILLE,IN,47438,1,455,KG,06,1810110
327,NEW AUGUSTA PUBLIC ACADEMY-NORTH,6450 RODEBAUGH RD,INDIANAPOLIS,IN,46268,2,816,06,08,1808910
328,DICKINSON FINE ARTS ACADEMY,4404 ELWOOD,SOUTH BEND,IN,46628,2,676,05,08,1810290
329,WILLIAM FEGELY MIDDLE SCHOOL,5384 STONE AVE,PORTAGE,IN,46368,2,752,06,08,1809150
330,AKRON ELEMENTARY SCHOOL,202 E RURAL ST,AKRON,IN,46910,1,384,KG,05,1811370
331,BRENTWOOD ELEMENTARY SCHOOL,1630 E OLIVER ST,PLAINFIELD,IN,46168,1,450,KG,05,1808970
332,PRAIRIE HEIGHTS MIDDLE SCHOOL,0395 S 1150 E,LAGRANGE,IN,46761,2,421,05,08,1809300
333,ORCHARD PARK ELEMENTARY SCH,10404 ORCHARD PARK S DR,INDIANAPOLIS,IN,46280,1,674,PK,05,1801200
334,GEIST MONTESSORI ACADEMY,13942 E 96TH ST,MCCORDSVILLE,IN,46055,1,367,KG,08,1800061
335,MILLERSBURG ELEMENTARY SCHOOL,203 E MAIN ST,MILLERSBURG,IN,46543,1,379,KG,06,1803480
336,DANIEL WERTZ ELEMENTARY SCH,1702 S RED BANK RD,EVANSVILLE,IN,47712,1,367,PK,05,1803450
337,BRANDYWINE ELEMENTARY SCHOOL,413 E 400 S,GREENFIELD,IN,46140,1,299,KG,06,1810710
338,BOONVILLE HIGH SCHOOL,300 N 1ST ST,BOONVILLE,IN,47601,3,889,09,12,1812390
339,HANOVER CENTRAL HIGH SCH,10120 W 133RD ST,CEDAR LAKE,IN,46303,3,699,09,12,1804350
340,MCCLELLAND ELEMENTARY SCHOOL,6740 W MORRIS,INDIANAPOLIS,IN,46241,1,810,KG,06,1812810
341,DANVILLE MIDDLE SCHOOL,1425 W LINCOLN ST,DANVILLE,IN,46122,2,806,04,08,1802550
342,WASHINGTON ELEM SCHOOL,1015 W WASH BLVD,FORT WAYNE,IN,46802,1,255,PK,05,1803630
343,PARAMOUNT SCHOOL OF EXCELLENCE,3020 NOWLAND AVE,INDIANAPOLIS,IN,46201,1,616,KG,08,1800086
344,MEDORA JR & SR HIGH SCHOOL,82 S GEORGE,MEDORA,IN,47260,4,158,06,12,1801230
345,WEST VIGO HIGH SCHOOL,4590 W SARAH MYERS DR,W TERRE HAUTE,IN,47885,3,571,09,12,1812090
346,WILLIAM W BORDEN ELEM SCH,303 WEST ST,BORDEN,IN,47106,1,341,PK,06,1809370
347,PERRY HEIGHTS MIDDLE SCHOOL,5800 HOGUE RD,EVANSVILLE,IN,47712,2,398,06,08,1803450
348,JOSEPH BLOCK MIDDLE SCHOOL,2700 CARDINAL DR,EAST CHICAGO,IN,46312,2,473,06,08,1802880
349,OLD CORDEN PORTER SCHOOL,630 MEIGS AVE,JEFFERSONVILLE,IN,47130,4,57,04,12,1803940
350,INDIAN CREEK ELEM SCH,10833 E 56TH ST,INDIANAPOLIS,IN,46236,1,685,01,06,1805670
351,STUDY ELEMENTARY SCHOOL,2414 BROOKLYN AVE,FORT WAYNE,IN,46802,1,304,PK,05,1803630
352,CHAPEL GLEN ELEMENTARY SCHOOL,701 LANSDOWNE RD,INDIANAPOLIS,IN,46234,1,735,KG,06,1812810
353,GEORGETOWN ELEMENTARY SCHOOL,8800 HIGH ST,GEORGETOWN,IN,47122,1,611,KG,04,1807410
354,KLONDIKE ELEMENTARY SCHOOL,3311 KLONDIKE RD,WEST LAFAYETTE,IN,47906,1,951,KG,05,1811340
355,PERU HIGH SCHOOL,401 N BROADWAY,PERU,IN,46970,3,666,09,12,1808850
356,ALBANY ELEMENTARY SCHOOL,700 W STATE ST,ALBANY,IN,47320,1,295,KG,05,1802660
357,BINFORD ELEMENTARY SCHOOL,2300 E SECOND ST,BLOOMINGTON,IN,47401,1,535,03,06,1800630
358,ANGOLA MIDDLE SCHOOL,1350 E MAUMEE ST,ANGOLA,IN,46703,2,717,06,08,1811100
359,NORTHWOOD ELEMENTARY SCHOOL,965 GRIZZLY CUB DR,FRANKLIN,IN,46131,1,509,PK,04,1803690
360,TRI-WEST MIDDLE SCHOOL,555 W US HWY 136,LIZTON,IN,46149,2,451,06,08,1808100
361,AVON INTERMEDIATE SCHOOL WEST,176 S AVON AVENUE,AVON,IN,46123,2,709,05,06,1800270
362,WOODSIDE MIDDLE SCHOOL,2310 W HAMILTON RD,FORT WAYNE,IN,46814,2,976,06,08,1800030
363,WEST NOBLE HIGH SCHOOL,5094 N US 33,LIGONIER,IN,46767,3,724,09,12,1812900
364,ROSSVILLE ELEMENTARY SCHOOL,1 ROBERT EGLY DR,ROSSVILLE,IN,46065,1,439,KG,05,1809720
365,AVON MIDDLE SCHOOL SOUTH,7199 E US HWY 36,AVON,IN,46123,2,763,07,08,1800270
366,NORTHWEST COMMUNITY JR HIGH SCHOOL,5525 W 34TH ST,INDIANAPOLIS,IN,46224,2,367,07,08,1804770
367,NEW HAVEN PRIMARY SCHOOL,1445 BERWICK LN,NEW HAVEN,IN,46774,1,468,PK,02,1802850
368,ADAMS CENTRAL HIGH SCHOOL,222 W WASHINGTON ST,MONROE,IN,46772,3,365,09,12,1800060
369,SUNCREST ELEMENTARY SCH,1608 W KYGER ST,FRANKFORT,IN,46041,1,688,PK,05,1803660
370,EASTERN GREENE ELEMENTARY SCHOOL,10503 E SR 54,BLOOMFIELD,IN,47424,1,483,PK,04,1803090
371,ERNIE PYLE ELEMENTARY SCHOOL,72 E 1100 S,CLINTON,IN,47842,1,212,PK,05,1810590
372,WILLIAM MCKINLEY ELEMENTARY SCH,4825 MAGOUN AVE,EAST CHICAGO,IN,46312,1,667,PK,05,1802880
373,THEA BOWMAN LEADERSHIP ACADEMY,975 W 6TH AVE,GARY,IN,46402,4,1317,KG,12,1800025
374,LEO ELEMENTARY SCHOOL,14811 WAYNE ST,LEO,IN,46765,1,583,03,06,1802850
375,BLOOMFIELD ELEMENTARY SCHOOL,500 W SOUTH ST,BLOOMFIELD,IN,47424,1,507,PK,06,1800600
376,NUNER PRIMARY CENTER,2716 PLEASANT ST,SOUTH BEND,IN,46615,1,377,PK,04,1810290
377,OWEN VALLEY COMMUNITY HS,622 W SR 46,SPENCER,IN,47460,3,834,09,12,1810950
378,CENTER FOR INQUIRY III,545 E 19TH ST,INDIANAPOLIS,IN,46202,1,354,PK,08,1804770
379,HAMILTON COMMUNITY ELEM SCH,903 S WAYNE ST,HAMILTON,IN,46742,1,214,KG,06,1804230
380,SHOALS COMM JR-SR HIGH SCH,7900 US HWY 50,SHOALS,IN,47581,3,255,07,12,1810170
381,EAST ELEMENTARY SCHOOL,705 E TALLMAN ST,PORTLAND,IN,47371,1,259,KG,05,1804980
382,ARSENAL TECHNICAL HIGH SCHOOL,1500 E MICHIGAN ST,INDIANAPOLIS,IN,46201,3,1831,09,12,1804770
383,NORTHRIDGE MIDDLE SCHOOL,482 W 580 N,CRAWFORDSVILLE,IN,47933,2,464,06,08,1807900
384,AVILLA ELEMENTARY SCHOOL,200 W WASHINGTON ST,AVILLA,IN,46710,1,442,PK,07,1802970
385,ROCKVILLE JR-SR HIGH SCHOOL,506 BEADLE ST,ROCKVILLE,IN,47872,3,348,07,12,1800118
386,VINTON ELEMENTARY SCHOOL,3101 ELMWOOD AVE,LAFAYETTE,IN,47904,1,454,KG,04,1805400
387,BOOKER T WASHINGTON ALT SCH,3707 S 7TH ST,TERRE HAUTE,IN,47802,3,36,09,12,1812090
388,DWIGHT D EISENHOWER ELEM SCH,1450 S MAIN ST,CROWN POINT,IN,46307,1,626,PK,05,1802490
389,TARKINGTON TRADITIONAL CENTER,3414 HEPLER RD,SOUTH BEND,IN,46635,1,353,KG,04,1810290
390,LINCOLN SCHOOL,635 LINCOLN AVE,EVANSVILLE,IN,47713,1,271,KG,08,1803450
391,EVANS SCHOOL,2727 N EVANS AVE,EVANSVILLE,IN,47711,1,535,KG,06,1803450
392,LINCOLN ELEMENTARY SCHOOL,203 N LINCOLN ST,WARSAW,IN,46580,1,482,KG,06,1812420
393,GRANT LINE SCHOOL,4811 GRANT LINE RD,NEW ALBANY,IN,47150,1,578,KG,04,1807410
394,GREEN TOWNSHIP ELEM SCH,6275 MAPLE GROVE RD,MARTINSVILLE,IN,46151,1,242,KG,05,1806510
395,ROSEDALE ELEMENTARY SCHOOL,613 E CENTRAL,ROSEDALE,IN,47874,1,285,KG,06,1810900
396,NEW TECH INNOVATIVE INSTITUTE,1800 EAST 35TH AVE,GARY,IN,46409,3,404,09,12,1803870
397,PLEASANT VIEW ELEMENTARY SCHOOL,9101 W RIVER RD,YORKTOWN,IN,47396,1,548,KG,02,1807230
398,HOOSIER ROAD ELEMENTARY SCHOOL,11300 E 121ST ST,FISHERS,IN,46037,1,776,KG,04,1810650
399,FRANK H WHEELER ELEM SCHOOL 4,5700 MEADOWOOD DR,SPEEDWAY,IN,46224,1,328,KG,06,1810920
400,PRAIRIE VISTA,15400 BRICK RD,GRANGER,IN,46530,1,485,KG,05,1808760
401,SOUTHMONT JR HIGH SCHOOL,6425 US 231 S,CRAWFORDSVILLE,IN,47933,2,277,07,08,1810450
402,BEIRIGER ELEMENTARY SCHOOL,601 N LILLIAN ST,GRIFFITH,IN,46319,1,419,KG,06,1804170
403,BELLMONT SENIOR HIGH SCHOOL,1000 NORTH ADAMS DR,DECATUR,IN,46733,3,704,09,12,1807680
404,BLUFFTON HIGH SCHOOL,1 TIGER TRL,BLUFFTON,IN,46714,3,452,09,12,1800720
405,BATESVILLE HIGH SCHOOL,ONE BULLDOG BLVD,BATESVILLE,IN,47006,3,749,09,12,1800390
406,CHESTERTON MIDDLE SCHOOL,651 W MORGAN AVE,CHESTERTON,IN,46304,2,990,07,08,1802800
407,W E WILSON ELEMENTARY,2915 CHARLESTOWN PK,JEFFERSONVILLE,IN,47130,1,554,PK,05,1803940
408,LYNHURST 7TH & 8TH GRADE CENTER,2805 S LYNHURST,INDIANAPOLIS,IN,46241,2,1241,07,08,1812810
409,WASHINGTON JUNIOR HIGH SCHOOL,210 NE 6TH ST,WASHINGTON,IN,47501,2,391,07,08,1812450
410,SUNMAN-DEARBORN MIDDLE SCHOOL,8356 SCHUMAN RD,ST LEON,IN,47012,2,624,07,08,1811190
411,SUNNYSIDE ELEMENTARY SCHOOL,2601 S 14TH ST,NEW CASTLE,IN,47362,1,268,KG,07,1807440
412,NORTH JUNIOR HIGH SCHOOL,15325 HWY 41 N,EVANSVILLE,IN,47725,2,896,07,08,1803450
413,MARGARET R BROWN ELEM SCHOOL,550 MILLER LN,SEYMOUR,IN,47274,1,531,KG,05,1810080
414,CARMEL MIDDLE SCHOOL,300 S GUILFORD RD,CARMEL,IN,46032,2,1162,06,08,1801200
415,TRITON CENTRAL ELEMENTARY SCHOOL,4976 W 600 W,FAIRLAND,IN,46126,1,540,PK,04,1808310
416,LANCASTER CENTRAL SCHOOL,3240 E 300 N,BLUFFTON,IN,46714,1,496,PK,05,1808220
417,GEORGE WASHINGTON ELEM SCHOOL,2400 CARDINAL DRIVE,EAST CHICAGO,IN,46312,1,656,PK,05,1802880
418,LEBANON MIDDLE SCHOOL,1800 N GRANT ST,LEBANON,IN,46052,2,811,06,08,1805790
419,NORTHVIEW HIGH SCHOOL,3150 W SR 340,BRAZIL,IN,47834,3,1029,09,12,1800840
420,FRANKLIN COMMUNITY MIDDLE SCHOOL,625 GRIZZLY CUB DR,FRANKLIN,IN,46131,2,765,07,08,1803690
421,WEST SIDE LEADERSHIP ACADEMY,9TH & GERRY ST,GARY,IN,46406,3,885,09,12,1803870
422,GLEN ACRES ELEMENTARY SCHOOL,3767 KIMBERLY DR,LAFAYETTE,IN,47905,1,457,KG,04,1805400
423,MOHAWK TRAILS ELEMENTARY SCH,4242 E 126TH ST,CARMEL,IN,46033,1,547,KG,05,1801200
424,WHITELAND COMMUNITY HIGH SCH,300 MAIN ST,WHITELAND,IN,46184,3,1767,09,12,1801890
425,HIGHLAND HILLS MIDDLE SCHOOL,3492 EDWARDSVILLE GALENA RD,GEORGETOWN,IN,47122,2,1534,05,08,1807410
426,NEW CASTLE HIGH SCH,801 PARKVIEW DR,NEW CASTLE,IN,47362,3,1119,09,12,1807440
427,EMINENCE JR-SR HIGH SCHOOL,6760 N SR 42,EMINENCE,IN,46125,4,235,06,12,1803330
428,LINCOLN ELEMENTARY SCHOOL,12245 W 109TH AVE,CEDAR LAKE,IN,46303,1,472,KG,05,1804350
429,NEWBURGH ELEMENTARY SCHOOL,306 STATE ST,NEWBURGH,IN,47630,1,594,KG,05,1812390
430,WARRICK COUNTY PRESCHOOL,3199 SR 261,NEWBURGH,IN,47630,1,51,PK,PK,1812390
431,ATTICA ELEMENTARY SCHOOL,500 E WASHINGTON,ATTICA,IN,47918,1,460,PK,06,1800210
432,SPRUNICA ELEMENTARY SCHOOL,3611 E SPRUNICA RD,NINEVEH,IN,46164,1,316,PK,04,1800960
433,OTTERBEIN ELEMENTARY SCHOOL,111 W OXFORD ST,OTTERBEIN,IN,47970,1,343,KG,06,1800480
434,HAGERSTOWN JR-SR HIGH SCHOOL,701 BAKER RD,HAGERSTOWN,IN,47346,3,518,07,12,1807380
435,JOYCE KILMER SCHOOL 69,3421 N KEYSTONE AVE,INDIANAPOLIS,IN,46218,1,376,KG,06,1804770
436,OSOLO ELEMENTARY SCHOOL,24975 CR 6 E,ELKHART,IN,46514,1,473,KG,06,1803270
437,ROLLING PRAIRIE ELEM SCH,605 E MICHIGAN ST,ROLLING PRAIRIE,IN,46371,1,467,PK,05,1807560
438,MORRISTOWN JR-SR HIGH SCHOOL,223 S PATTERSON ST,MORRISTOWN,IN,46161,4,328,06,12,1803210
439,FOREST PARK ELEMENTARY SCHOOL,2004 ALABAMA AVE,FORT WAYNE,IN,46805,1,612,PK,05,1803630
440,GARDEN CITY ELEMENTARY SCHOOL,4901 ROCKVILLE RD,INDIANAPOLIS,IN,46224,1,943,PK,06,1812810
441,SHAWSWICK MIDDLE SCHOOL,71 SHAWSWICK SCHOOL RD,BEDFORD,IN,47421,2,213,06,08,1807860
442,MARTIN T KRUEGER MIDDLE SCH,2001 SPRINGLAND AVE,MICHIGAN CITY,IN,46360,2,440,07,08,1806570
443,OAK HILL ELEMENTARY,7700 OAK HILL RD,EVANSVILLE,IN,47725,1,809,KG,06,1803450
444,MARY BECK ELEMENTARY SCHOOL,818 MCDONALD ST,ELKHART,IN,46516,1,535,PK,06,1803270
445,CRISMAN ELEMENTARY SCHOOL,6161 OLD PORTER RD,PORTAGE,IN,46368,1,486,KG,05,1809150
446,JAY COUNTY HIGH SCHOOL,2072 W SR 67,PORTLAND,IN,47371,3,1118,09,12,1804980
447,MAPLEWOOD ELEMENTARY SCHOOL,1800 EASTERN AVE,CONNERSVILLE,IN,47331,1,317,KG,06,1803510
448,TRITON CENTRAL HIGH SCHOOL,4774 W 600 N,FAIRLAND,IN,46126,3,458,09,12,1808310
